Date,Time,Count,Fault,Battery,Ext Power,Int Press,etime,RTC Batt,,Temp,Cond,SpCond,Salinity,etime,Cond nLF,Power,,Chlorophyll,Chlorophyll,BGA-PC,BGA-PC,etime,Chlorophtll,BGA-PC,Ref Temp,Power,,ODO%,ODO Conc,etime,Ref Temp,ODO%Local,Power
4/5/13,7:20:00,39,0,6.166,0,0.65995,17198.84,2.865,,6.881,93.86,143.53,0.07,15447.87,145.92,35.3,,0.43,1.54,0.04,0.04,15396.6,0.43,0.04,6.88,127.3,,70.46,8.58,4751.37,6.88,74.32,77.4
4/5/13,7:30:00,40,0,6.171,0,0.65995,17217.88,2.866,,6.88,93.86,143.53,0.07,15464.43,145.91,35.3,,0.46,1.67,0.05,0.05,15413.16,0.46,0.05,6.88,127.4,,70.38,8.57,4767.92,6.88,74.23,77.9
4/5/13,7:40:00,41,0,6.165,0,0.65995,17236.86,2.865,,6.878,93.86,143.54,0.07,15480.93,145.93,35.3,,0.44,1.57,0.06,0.06,15429.66,0.44,0.06,6.88,127.4,,70.43,8.57,4784.42,6.88,74.28,77.4
4/5/13,7:50:00,42,0,6.171,0,0.65995,17255.84,2.866,,6.878,93.85,143.53,0.07,15497.43,145.91,35.3,,0.51,1.84,0.05,0.05,15446.16,0.51,0.05,6.88,127.3,,70.45,8.57,4800.92,6.88,74.31,77.5
4/5/13,8:00:00,43,0,6.165,0,0.66117,17274.82,2.865,,6.876,93.85,143.54,0.07,15513.94,145.93,35.3,,0.49,1.78,0.05,0.05,15462.66,0.49,0.05,6.88,127.4,,70.47,8.58,4817.42,6.88,74.33,77.4
4/5/13,8:10:00,44,0,6.17,0,0.65995,17293.8,2.866,,6.874,93.85,143.54,0.07,15530.44,145.93,35.3,,0.53,1.91,0.06,0.06,15479.16,0.53,0.06,6.87,127.3,,70.46,8.58,4833.92,6.87,74.32,77.8
4/5/13,8:20:00,45,0,6.166,0,0.65995,17312.78,2.865,,6.873,93.85,143.55,0.07,15546.94,145.93,35.3,,0.49,1.77,0.05,0.05,15495.66,0.49,0.05,6.87,127.3,,70.47,8.58,4850.42,6.87,74.33,78.1
4/5/13,8:30:00,46,0,6.168,0,0.66056,17331.76,2.866,,6.87,93.84,143.54,0.07,15563.45,145.93,35.3,,7.16,28.44,1.27,1.27,15512.16,7.16,1.27,6.87,127.2,,70.47,8.58,4866.92,6.87,74.33,78.2
4/5/13,8:40:00,47,0,6.165,0,0.65995,17350.74,2.865,,6.868,93.82,143.52,0.07,15579.95,145.91,35.2,,0.49,1.77,0.06,0.06,15528.66,0.49,0.06,6.87,127.2,,70.47,8.58,4883.42,6.87,74.33,77.8
4/5/13,8:50:00,48,0,6.168,0,0.65995,17369.72,2.866,,6.865,93.82,143.53,0.07,15596.45,145.92,35.3,,0.51,1.83,0.04,0.04,15545.16,0.51,0.04,6.87,127.2,,70.45,8.58,4899.92,6.87,74.31,77.4
4/5/13,9:00:00,49,0,6.162,0,0.66056,17388.7,2.864,,6.863,93.82,143.55,0.07,15612.96,145.94,35.4,,0.48,1.74,0.04,0.04,15561.66,0.48,0.04,6.86,127.2,,70.44,8.58,4916.42,6.86,74.3,77.2
4/5/13,9:10:00,50,0,6.17,0,0.65995,17407.68,2.866,,6.86,93.81,143.54,0.07,15629.46,145.92,35.3,,0.47,1.71,0.06,0.06,15578.16,0.47,0.06,6.86,127.4,,70.45,8.58,4932.92,6.86,74.31,77.4
4/5/13,9:20:00,51,0,6.162,0,0.65995,17426.66,2.864,,6.858,93.8,143.54,0.07,15645.96,145.92,35.2,,0.55,2,0.15,0.15,15594.66,0.55,0.15,6.86,127.3,,70.44,8.58,4949.42,6.86,74.3,77.9
4/5/13,9:30:00,52,0,6.166,0,0.66056,17445.64,2.866,,6.857,93.79,143.53,0.07,15662.46,145.91,35.3,,0.66,2.44,0.08,0.08,15611.16,0.66,0.08,6.86,127.4,,70.47,8.58,4965.92,6.86,74.33,78.1
4/5/13,9:40:00,53,0,6.163,0,0.65995,17464.62,2.864,,6.857,93.8,143.54,0.07,15678.96,145.92,35.3,,0.64,2.37,0.08,0.08,15627.66,0.64,0.08,6.86,127.4,,70.48,8.58,4982.42,6.86,74.34,78.1
4/5/13,9:50:00,54,0,6.168,0,0.65995,17483.6,2.865,,6.858,93.8,143.54,0.07,15695.47,145.93,35.3,,0.32,1.1,0.27,0.27,15644.16,0.32,0.27,6.86,127.3,,70.51,8.59,4998.92,6.86,74.37,77.7
4/5/13,10:00:00,55,0,6.163,0,0.66056,17502.58,2.864,,6.86,93.8,143.52,0.07,15711.97,145.91,35.3,,0.51,1.87,0.03,0.03,15660.66,0.51,0.03,6.86,127.4,,70.45,8.58,5015.41,6.86,74.31,77.4
4/5/13,10:10:00,56,0,6.163,0,0.66056,17521.56,2.866,,6.859,93.79,143.52,0.07,15728.47,145.9,35.4,,0.53,1.94,0.04,0.04,15677.16,0.53,0.04,6.86,127.3,,70.46,8.58,5031.91,6.86,74.32,77.2
4/5/13,10:20:00,57,0,6.163,0,0.66056,17540.54,2.864,,6.858,93.79,143.52,0.07,15744.97,145.9,35.4,,0.57,2.09,0.04,0.04,15693.66,0.57,0.04,6.86,127.4,,70.49,8.58,5048.41,6.86,74.35,77.6
4/5/13,10:30:00,58,0,6.166,0,0.65995,17559.52,2.865,,6.858,93.79,143.52,0.07,15761.48,145.91,35.3,,0.51,1.86,0.04,0.04,15710.16,0.51,0.04,6.86,127.2,,70.5,8.58,5064.91,6.86,74.36,78.1
4/5/13,10:40:00,59,0,6.159,0,0.66056,17578.5,2.864,,6.858,93.79,143.53,0.07,15777.98,145.91,35.3,,0.58,2.12,0.06,0.06,15726.66,0.58,0.06,6.86,127.3,,70.51,8.59,5081.41,6.86,74.37,78.2
4/5/13,10:50:00,60,0,6.166,0,0.65995,17597.48,2.866,,6.859,93.78,143.51,0.07,15794.48,145.89,35.3,,0.87,3.28,0.09,0.09,15743.16,0.87,0.09,6.86,127.3,,70.49,8.58,5097.91,6.86,74.35,78.1
4/5/13,11:00:00,61,0,6.16,0,0.66056,17616.46,2.864,,6.852,93.77,143.52,0.07,15810.98,145.9,35.3,,0.48,1.72,0.04,0.04,15759.66,0.48,0.04,6.85,127.7,,70.51,8.59,5114.41,6.85,74.37,77.7
4/5/13,11:10:00,62,0,6.162,0,0.65995,17635.44,2.865,,6.844,93.76,143.54,0.07,15827.49,145.92,35.3,,0.48,1.74,0.31,0.31,15776.16,0.48,0.31,6.84,127.7,,70.52,8.59,5130.91,6.84,74.38,77.6
4/5/13,11:20:00,63,0,6.16,0,0.65934,17654.42,2.864,,6.839,93.73,143.51,0.07,15843.99,145.89,35.3,,0.48,1.74,0.04,0.04,15792.66,0.48,0.04,6.84,127.6,,70.49,8.59,5147.41,6.84,74.35,77.7
4/5/13,11:30:00,64,0,6.163,0,0.66056,17673.4,2.865,,6.84,93.73,143.51,0.07,15860.49,145.89,35.3,,0.49,1.75,0.04,0.04,15809.16,0.49,0.04,6.84,127.4,,70.47,8.59,5163.9,6.84,74.34,77.7
4/5/13,11:40:00,65,0,6.16,0,0.66056,17692.38,2.863,,6.842,93.74,143.51,0.07,15876.99,145.89,35.2,,0.52,1.88,0.06,0.06,15825.66,0.52,0.06,6.84,127.3,,70.52,8.59,5180.4,6.84,74.38,77.4
4/5/13,11:50:00,66,0,6.163,0,0.65995,17711.36,2.865,,6.841,93.75,143.53,0.07,15893.5,145.91,35.3,,0.65,2.43,0.03,0.03,15842.16,0.65,0.03,6.84,127.3,,70.53,8.59,5196.9,6.84,74.39,77.2
4/5/13,12:00:00,67,0,6.157,0,0.65995,17730.34,2.864,,6.834,93.72,143.51,0.07,15910,145.89,35.3,,1.03,3.93,0.05,0.05,15858.66,1.03,0.05,6.83,127.3,,70.49,8.59,5213.4,6.83,74.35,77.6
4/5/13,12:10:00,68,0,6.163,0,0.65995,17749.32,2.865,,6.834,93.72,143.51,0.07,15926.5,145.89,35.3,,1.46,5.64,0.05,0.05,15875.16,1.46,0.05,6.83,127.2,,70.54,8.6,5229.9,6.83,74.41,78.1
4/5/13,12:20:00,69,0,6.155,0,0.66056,17768.3,2.863,,6.838,93.73,143.52,0.07,15943,145.9,35.3,,2.4,9.4,0.09,0.09,15891.66,2.4,0.09,6.84,127.2,,70.52,8.59,5246.4,6.84,74.39,78.2
4/5/13,12:30:00,70,0,6.162,0,0.65995,17787.28,2.865,,6.84,93.73,143.5,0.07,15959.5,145.88,35.3,,2.58,10.11,0.08,0.08,15908.16,2.58,0.08,6.84,127.3,,70.54,8.59,5262.9,6.84,74.4,78
4/5/13,12:40:00,71,0,6.159,0,0.65934,17806.31,2.863,,6.84,93.73,143.51,0.07,15976.07,145.89,35.3,,2.37,9.3,0.08,0.08,15924.71,2.37,0.08,6.84,127.2,,70.54,8.59,5279.45,6.84,74.4,78
4/5/13,12:50:00,72,0,6.159,0,0.65995,17825.29,2.865,,6.84,93.73,143.51,0.07,15992.57,145.89,35.3,,2.37,9.29,0.08,0.08,15941.21,2.37,0.08,6.84,127.3,,70.53,8.59,5295.95,6.84,74.39,78.2
4/5/13,13:00:00,73,0,6.155,0,0.65934,17844.27,2.863,,6.841,93.74,143.52,0.07,16009.08,145.9,35.3,,2.39,9.37,0.07,0.07,15957.71,2.39,0.07,6.84,127.4,,70.53,8.59,5312.45,6.84,74.39,77.9
4/5/13,13:10:00,74,0,6.162,0,0.65995,17863.25,2.865,,6.841,93.74,143.51,0.07,16025.58,145.89,35.3,,2.81,11.07,0.09,0.09,15974.21,2.81,0.09,6.84,127.3,,70.51,8.59,5328.95,6.84,74.37,77.4
4/5/13,13:20:00,75,0,6.152,0,0.65995,17882.23,2.863,,6.843,93.74,143.51,0.07,16042.08,145.89,35.3,,2.25,8.83,0.07,0.07,15990.71,2.25,0.07,6.84,127.3,,70.5,8.59,5345.45,6.84,74.36,77.3
4/5/13,13:30:00,76,0,6.157,0,0.66056,17901.21,2.865,,6.844,93.75,143.52,0.07,16058.58,145.9,35.3,,2.43,9.55,0.08,0.08,16007.21,2.43,0.08,6.84,127.4,,70.53,8.59,5361.95,6.84,74.39,77.4
4/5/13,13:40:00,77,0,6.155,0,0.65995,17920.19,2.863,,6.844,93.74,143.5,0.07,16075.09,145.88,35.3,,2.25,8.82,0.06,0.06,16023.71,2.25,0.06,6.84,127.4,,70.6,8.6,5378.45,6.84,74.47,77.9
4/5/13,13:50:00,78,0,6.16,0,0.66056,17939.18,2.865,,6.845,93.7,143.45,0.07,16091.59,145.83,35.3,,2.6,10.2,0.07,0.07,16040.22,2.6,0.07,6.84,127.4,,70.61,8.6,5394.95,6.84,74.47,78.2
4/5/13,14:00:00,79,0,6.152,0,0.65995,17958.16,2.863,,6.846,93.69,143.42,0.07,16108.09,145.8,35.3,,2.59,10.18,0.09,0.09,16056.72,2.59,0.09,6.85,127.3,,70.6,8.6,5411.45,6.85,74.47,78.2
4/5/13,14:10:00,80,0,6.159,0,0.65995,17977.14,2.864,,6.848,93.69,143.42,0.07,16124.59,145.8,35.3,,2.79,10.98,0.06,0.06,16073.22,2.79,0.06,6.85,127.2,,70.6,8.6,5427.95,6.85,74.46,77.8
4/5/13,14:20:00,81,0,6.155,0,0.65995,17996.12,2.863,,6.848,93.71,143.45,0.07,16141.09,145.83,35.3,,46.06,184.07,1.54,1.54,16089.72,46.06,1.54,6.85,127.2,,70.67,8.61,5444.44,6.85,74.54,77.4
4/5/13,14:30:00,82,0,6.159,0,0.65934,18015.1,2.865,,6.851,93.69,143.41,0.07,16157.6,145.79,35.3,,2.64,10.37,0.08,0.08,16106.22,2.64,0.08,6.85,127.3,,70.88,8.63,5460.94,6.85,74.76,77.2
4/5/13,14:40:00,83,0,6.154,0,0.65995,18034.08,2.863,,6.856,93.72,143.42,0.07,16174.1,145.8,35.2,,2.53,9.92,0.08,0.08,16122.72,2.53,0.08,6.86,127.2,,71.18,8.67,5477.44,6.86,75.08,77.5
4/5/13,14:50:00,84,0,6.155,0,0.65995,18053.06,2.865,,6.867,93.72,143.38,0.07,16190.6,145.76,35.3,,1.79,6.97,0.06,0.06,16139.22,1.79,0.06,6.87,127.3,,71.57,8.71,5493.94,6.87,75.49,77.9
4/5/13,15:00:00,85,0,6.151,0,0.65995,18072.04,2.864,,6.884,93.76,143.36,0.07,16207.1,145.74,35.3,,1.71,6.64,0.07,0.07,16155.72,1.71,0.07,6.88,127.4,,72.02,8.77,5510.44,6.88,75.97,78.2
4/5/13,15:10:00,86,0,6.154,0,0.65995,18091.02,2.865,,6.9,93.78,143.34,0.07,16223.61,145.72,35.3,,2.07,8.1,0.08,0.08,16172.22,2.07,0.08,6.9,127.3,,72.4,8.81,5526.94,6.9,76.37,78
4/5/13,15:20:00,87,0,6.149,0,0.66056,18110,2.864,,6.935,93.86,143.31,0.07,16240.11,145.69,35.3,,1.86,7.26,0.08,0.08,16188.72,1.86,0.08,6.93,127.4,,73.12,8.89,5543.44,6.93,77.12,77.6
4/5/13,15:30:00,88,0,6.157,0,0.65995,18128.98,2.866,,6.972,93.91,143.23,0.07,16256.61,145.62,35.3,,1.89,7.36,0.06,0.06,16205.22,1.89,0.06,6.97,127.3,,73.77,8.96,5559.94,6.97,77.81,77.4
4/5/13,15:40:00,89,0,6.151,0,0.65995,18147.96,2.865,,6.994,93.96,143.21,0.07,16273.12,145.61,35.3,,6.61,26.26,0.21,0.21,16221.72,6.61,0.21,6.99,127.3,,74.18,9,5576.44,6.99,78.25,78
4/5/13,15:50:00,90,0,6.155,0,0.66056,18166.94,2.866,,7.03,94.04,143.18,0.07,16289.62,145.58,35.2,,4.07,16.08,0.09,0.09,16238.22,4.07,0.09,7.03,127.3,,74.77,9.07,5592.94,7.03,78.86,78.1
4/5/13,16:00:00,91,0,6.152,0,0.66056,18185.92,2.866,,7.071,94.12,143.14,0.07,16306.12,145.54,35.3,,6.85,27.23,0.16,0.16,16254.72,6.85,0.16,7.07,127.3,,75.25,9.12,5609.44,7.07,79.38,78
4/5/13,16:10:00,92,0,6.154,0,0.65995,18204.9,2.866,,7.12,94.22,143.08,0.07,16322.62,145.49,35.3,,15.83,63.15,0.15,0.15,16271.22,15.83,0.15,7.12,127.3,,75.72,9.16,5625.93,7.12,79.87,78.2
4/5/13,16:20:00,93,0,6.149,0,0.65934,18223.88,2.866,,7.166,94.39,143.16,0.07,16339.12,145.57,35.3,,10.68,42.52,0.16,0.16,16287.72,10.68,0.16,7.17,127.4,,76.1,9.2,5642.43,7.17,80.27,78
4/5/13,16:30:00,94,0,6.154,0,0.66056,18242.86,2.868,,7.217,94.46,143.04,0.07,16355.63,145.45,35.3,,6.11,24.26,0.11,0.11,16304.22,6.11,0.11,7.22,127.3,,76.43,9.22,5658.93,7.22,80.62,77.3
4/5/13,16:40:00,95,0,6.151,0,0.66056,18261.84,2.867,,7.259,94.54,142.99,0.07,16372.13,145.41,35.3,,8.5,33.8,0.09,0.09,16320.72,8.5,0.09,7.26,127.3,,76.71,9.25,5675.43,7.26,80.91,77.4
4/5/13,16:50:00,96,0,6.151,0,0.65934,18280.82,2.868,,7.296,94.64,143,0.07,16388.63,145.42,35.3,,7.59,30.17,0.09,0.09,16337.22,7.59,0.09,7.3,127.3,,76.88,9.26,5691.93,7.3,81.1,77.3
4/5/13,17:00:00,97,0,6.149,0,0.66056,18299.8,2.867,,7.31,94.68,143,0.07,16405.13,145.42,35.3,,8.27,32.88,0.09,0.09,16353.72,8.27,0.09,7.31,127.3,,76.9,9.26,5708.43,7.31,81.11,77.8
4/5/13,17:10:00,98,0,6.152,0,0.66056,18318.78,2.869,,7.336,94.74,142.97,0.07,16421.64,145.39,35.3,,8.28,32.94,0.1,0.1,16370.22,8.28,0.1,7.34,127.4,,76.99,9.27,5724.93,7.34,81.21,78.1
4/5/13,17:20:00,99,0,6.148,0,0.66056,18337.76,2.868,,7.352,94.78,142.98,0.07,16438.14,145.4,35.3,,10.91,43.47,0.47,0.47,16386.72,10.91,0.47,7.35,127.4,,77.01,9.26,5741.43,7.35,81.23,78.2
4/5/13,17:30:00,100,0,6.151,0,0.66117,18356.74,2.869,,7.34,94.76,143,0.07,16454.64,145.42,35.3,,16.68,66.54,0.27,0.27,16403.22,16.68,0.27,7.34,127.4,,76.91,9.25,5757.93,7.34,81.12,77.8
4/5/13,17:40:00,101,0,6.148,0,0.66056,18375.72,2.868,,7.321,94.73,143.03,0.07,16471.14,145.45,35.3,,32.42,129.48,1.25,1.25,16419.72,32.42,1.25,7.32,127.3,,76.74,9.24,5774.43,7.32,80.95,77.3
4/5/13,17:50:00,102,0,6.151,0,0.65995,18394.75,2.869,,7.301,94.7,143.07,0.07,16487.71,145.49,35.4,,21.43,85.53,0.43,0.43,16436.27,21.43,0.43,7.3,127.4,,76.55,9.22,5790.98,7.3,80.74,78.2
4/5/13,18:00:00,103,0,6.148,0,0.66056,18413.73,2.868,,7.305,94.72,143.07,0.07,16504.21,145.49,35.3,,25.04,99.97,0.95,0.95,16452.77,25.04,0.95,7.31,127.4,,76.61,9.23,5807.48,7.31,80.81,77.6
4/5/13,18:10:00,104,0,6.151,0,0.66056,18432.71,2.869,,7.339,94.81,143.07,0.07,16520.71,145.5,35.3,,21.39,85.37,0.54,0.54,16469.27,21.39,0.54,7.34,127.3,,76.82,9.24,5823.98,7.34,81.03,77.5
4/5/13,18:20:00,105,0,6.146,0,0.66056,18451.69,2.868,,7.372,94.91,143.08,0.07,16537.21,145.51,35.3,,17.17,68.51,0.52,0.52,16485.77,17.17,0.52,7.37,127.3,,77.02,9.26,5840.48,7.37,81.24,77.2
